image_path,label,split
../data/hagrid_dataset/stop/9df87d40-6882-4e77-bf10-fd34ae55c905.jpg,stop,train
../data/hagrid_dataset/stop/5e27c598-d745-4009-abf1-3d60b384f391.jpg,stop,train
../data/hagrid_dataset/stop/80eb10e7-7383-4b01-8f01-d5fe7a8f0bdb.jpg,stop,train
../data/hagrid_dataset/stop/c31411b2-83d2-4488-8c5a-6994c8895e00.jpg,stop,train
../data/hagrid_dataset/stop/57c953fb-1b29-41e7-975d-60dca59ac588.jpg,stop,train
../data/hagrid_dataset/stop/19fd8685-d770-47ab-8007-e2e26ec24713.jpg,stop,train
../data/hagrid_dataset/stop/b20ebaa5-799e-4846-8166-a79acf3030dd.jpg,stop,train
../data/hagrid_dataset/stop/27ce0351-d0ff-4929-93a3-6a213249a18c.jpg,stop,train
../data/hagrid_dataset/stop/451f94a2-32a1-404a-8c38-451af2627a40.jpg,stop,train
../data/hagrid_dataset/stop/f071af49-19b2-488b-b807-8358f6defddd.jpg,stop,train
../data/hagrid_dataset/stop/f0802f5f-64f5-4e6f-995f-cf5a215c754c.jpg,stop,train
../data/hagrid_dataset/stop/1ffc3602-afd5-42dc-848e-1056f05266ea.jpg,stop,train
../data/hagrid_dataset/stop/ee55c5ec-b8c4-4134-8b85-6df19eb13488.jpg,stop,train
../data/hagrid_dataset/stop/c3923e7a-2d3b-47aa-b0bf-3072bbf0b451.jpg,stop,train
../data/hagrid_dataset/stop/b8594725-e617-4925-92d7-945874f20e2e.jpg,stop,train
../data/hagrid_dataset/stop/6827a132-10c0-41c4-9ac2-40a5b9bd9d74.jpg,stop,train
../data/hagrid_dataset/stop/74011e12-7954-483d-9f83-98e6af798482.jpg,stop,train
../data/hagrid_dataset/stop/773d4358-52a9-4e32-9ded-6c7f54fa36c0.jpg,stop,train
../data/hagrid_dataset/stop/6f809e98-9238-4bef-b183-c129780267f1.jpg,stop,train
../data/hagrid_dataset/stop/74f44150-e21d-4c27-8a7a-fea815872ea7.jpg,stop,train
../data/hagrid_dataset/stop/3e9f06d6-6255-4bbd-a966-62d687cb15a4.jpg,stop,train
../data/hagrid_dataset/stop/649b89a8-1052-4f1c-b7f2-ab79b035f1f2.jpg,stop,train
../data/hagrid_dataset/stop/ca4b9ca6-9c8b-44cf-a726-29c965cdb99d.jpg,stop,train
../data/hagrid_dataset/stop/0630df00-a066-49e1-bbd8-3b483d276f8d.jpg,stop,train
../data/hagrid_dataset/stop/06961577-6e53-4176-9209-da38fe5a2540.jpg,stop,train
../data/hagrid_dataset/stop/fbc718e1-db8c-4b16-970b-bb031b46a07c.jpg,stop,train
../data/hagrid_dataset/stop/461ece34-a198-4bda-a512-a5bd3b782795.jpg,stop,train
../data/hagrid_dataset/stop/a95ff4d8-e18b-4457-84d7-8488eb7ab180.jpg,stop,train
../data/hagrid_dataset/stop/4b9a5899-8676-4968-aa5f-df8d37514845.jpg,stop,train
../data/hagrid_dataset/stop/3089229c-23d8-4bcb-9088-6924b1572aa1.jpg,stop,train
../data/hagrid_dataset/stop/487d4c6e-7a9a-4434-be31-7097d5e71626.jpg,stop,train
../data/hagrid_dataset/stop/527d8922-e6a4-4755-bf50-c421e50ce834.jpg,stop,train
../data/hagrid_dataset/stop/aa51904a-5b77-4441-8d60-92dc472fd333.jpg,stop,train
../data/hagrid_dataset/stop/f44015a5-36a9-4f53-9f81-d8a7163b1091.jpg,stop,train
../data/hagrid_dataset/stop/b737b550-ef91-487b-b448-f75d26fe0808.jpg,stop,train
../data/hagrid_dataset/stop/d9672f41-8944-4b80-b2d1-f3a33c4352ec.jpg,stop,train
../data/hagrid_dataset/stop/67703cfa-48d5-4fb6-91af-3e52199912da.jpg,stop,train
../data/hagrid_dataset/stop/2258a828-cc2b-426b-a958-7046bde0228c.jpg,stop,train
../data/hagrid_dataset/stop/cae2ca2b-7db4-4021-948e-8087e0f31a85.jpg,stop,train
../data/hagrid_dataset/stop/9feec58e-51ba-42e2-a6e4-722d50680d84.jpg,stop,train
../data/hagrid_dataset/stop/786d4c07-577b-4c9c-b012-38f19e86026e.jpg,stop,train
../data/hagrid_dataset/stop/a80146ce-9a31-40e8-831d-725f64654985.jpg,stop,train
../data/hagrid_dataset/stop/56929ebb-7d49-44bb-9902-cc5eba925f6f.jpg,stop,train
../data/hagrid_dataset/stop/b08e2bd6-1086-414e-b4a5-66532d44259f.jpg,stop,train
../data/hagrid_dataset/stop/0a527f27-d48a-4e4e-9be1-be25985afdd3.jpg,stop,train
../data/hagrid_dataset/stop/4410d46b-f2ff-498e-89f1-16fbf9b7d175.jpg,stop,train
../data/hagrid_dataset/stop/172996c8-3fac-4c09-b685-61dd254a95c0.jpg,stop,train
../data/hagrid_dataset/stop/4d38ae75-e8df-4166-925d-243c5f6023cb.jpg,stop,train
../data/hagrid_dataset/stop/0680a898-8a5e-4994-a728-ee7912503dc3.jpg,stop,train
../data/hagrid_dataset/stop/39cf960b-920a-494b-abd9-890fbbbb51a0.jpg,stop,train
../data/hagrid_dataset/stop/d37ca7cd-68ea-4e32-bc1a-68cca144b4e1.jpg,stop,train
../data/hagrid_dataset/stop/aabc2443-04a8-40dc-a8e5-7659afeb62c9.jpg,stop,train
../data/hagrid_dataset/stop/8c45569e-626d-4294-8141-eab3bd63ea08.jpg,stop,train
../data/hagrid_dataset/stop/b5368131-9170-4c1e-8be2-590af622b7e1.jpg,stop,train
../data/hagrid_dataset/stop/1121c4fb-a70a-47f3-8b7f-2bea537dd8af.jpg,stop,train
../data/hagrid_dataset/stop/bc4e5110-c25d-42af-924b-e0e432e69a7d.jpg,stop,train
../data/hagrid_dataset/stop/694ade99-9c2e-4ddd-8009-8b0a70dececf.jpg,stop,train
../data/hagrid_dataset/stop/c7585902-4b0c-4041-a06b-a0c485b865ae.jpg,stop,train
../data/hagrid_dataset/stop/069e5c35-d4d2-4f9d-b3aa-8bff087850dc.jpg,stop,train
../data/hagrid_dataset/stop/58704718-f9b9-4de4-b750-83cc181e0f09.jpg,stop,train
../data/hagrid_dataset/stop/53f77bdf-b42f-43d1-b386-a7e225630215.jpg,stop,train
../data/hagrid_dataset/stop/64d83672-98f6-42cd-9696-edddc0af8582.jpg,stop,train
../data/hagrid_dataset/stop/a244a47a-5dff-4e16-af0a-95dd164306ce.jpg,stop,train
../data/hagrid_dataset/stop/a0c8f0bf-3944-40fe-b540-4cf3f5ea5658.jpg,stop,train
../data/hagrid_dataset/stop/7da778b8-3462-44c9-8ff4-b712c71bd49a.jpg,stop,train
../data/hagrid_dataset/stop/d3d97419-35a8-4366-a28e-eb2b4ffbeeef.jpg,stop,train
../data/hagrid_dataset/stop/7b8bed66-f23e-4bb5-9c49-54034a61879d.jpg,stop,train
../data/hagrid_dataset/stop/6ec12c3e-6a84-4594-a157-ebc3b0105570.jpg,stop,train
../data/hagrid_dataset/stop/ffd3ac55-2be4-4f36-9354-7ea622b48809.jpg,stop,train
../data/hagrid_dataset/stop/bf23065f-47b2-403b-98ff-381648b3c24f.jpg,stop,train
../data/hagrid_dataset/stop/fb479cd8-9605-49e0-9b80-528559f1bd3f.jpg,stop,train
../data/hagrid_dataset/stop/fa2c7d61-3d08-45f1-82f6-ecd710e39d6d.jpg,stop,train
../data/hagrid_dataset/stop/722fecc4-3952-4f92-833b-1b0495a26f6e.jpg,stop,train
../data/hagrid_dataset/stop/8d513d04-5ead-4c7e-a1b2-e54a4e82602e.jpg,stop,train
../data/hagrid_dataset/stop/a8e8aa3a-04a9-4e31-b59b-c4fcc692818b.jpg,stop,train
../data/hagrid_dataset/stop/843920aa-4274-49f9-a45c-607852283302.jpg,stop,train
../data/hagrid_dataset/stop/0bcc58a3-359e-4f21-9763-002ccaa670d9.jpg,stop,train
../data/hagrid_dataset/stop/0c4b67fc-8b07-4b76-8513-91d7fafdadf4.jpg,stop,train
../data/hagrid_dataset/stop/95107794-321d-4172-b2d5-ed9f0ab8c5fa.jpg,stop,train
../data/hagrid_dataset/stop/86b38025-482c-48b8-b638-6cd830d3bf0d.jpg,stop,train
../data/hagrid_dataset/stop/1adef58e-fd62-4152-bb30-f4fde40a354d.jpg,stop,train
../data/hagrid_dataset/stop/98c5ccf2-ba04-4298-94ef-cbf8f7c1da9f.jpg,stop,train
../data/hagrid_dataset/stop/4dc74e56-09c3-405c-9f72-1324263fc26c.jpg,stop,train
../data/hagrid_dataset/stop/d5a64122-1fc7-4094-8052-66d1bcb8de57.jpg,stop,train
../data/hagrid_dataset/stop/c9c1dce6-b7a2-4b68-9ade-b671b0f80436.jpg,stop,train
../data/hagrid_dataset/stop/b395cd91-d6cc-4c60-8a58-b84ab7b0fbfd.jpg,stop,train
../data/hagrid_dataset/stop/49b6b568-4ad4-45db-91ec-352ed76a8b49.jpg,stop,train
../data/hagrid_dataset/stop/cdbf3cfe-9cbe-48c4-a005-68eaccc5c799.jpg,stop,train
../data/hagrid_dataset/stop/27d42a6b-1913-4005-a8d8-ce98f7c67c75.jpg,stop,train
../data/hagrid_dataset/stop/3df44b61-98d2-4ae5-b513-ae12c2b20d5f.jpg,stop,train
../data/hagrid_dataset/stop/0f57436c-95cd-4d78-968b-b6ba2f15881c.jpg,stop,train
../data/hagrid_dataset/stop/38b94fcf-3089-49dd-a4ce-269362dcb9bb.jpg,stop,train
../data/hagrid_dataset/stop/b8a3c295-f39f-4fd2-b933-bbfd78ab152a.jpg,stop,train
../data/hagrid_dataset/stop/20261a86-cd50-4483-ba12-d00fd6146ed5.jpg,stop,train
../data/hagrid_dataset/stop/7782f7da-8ccc-4a84-a8a1-e976d5ce38fb.jpg,stop,train
../data/hagrid_dataset/stop/bb349f75-a17f-4326-b28d-3658c3e16c61.jpg,stop,train
../data/hagrid_dataset/stop/01eb2913-90b8-472c-8b03-1698a75c9f30.jpg,stop,train
../data/hagrid_dataset/stop/db5d877a-c86d-4ee4-ac3f-c61d8140e52f.jpg,stop,train
../data/hagrid_dataset/stop/d557a81e-7517-4603-8ae9-304de1a83b84.jpg,stop,train
../data/hagrid_dataset/stop/cff62bf2-d3b7-4338-86b9-b461e89475f5.jpg,stop,train
../data/hagrid_dataset/stop/56571d8b-b0ca-4b44-b7d8-e34730ed5d8c.jpg,stop,train
../data/hagrid_dataset/stop/17549255-1303-49c4-9ebe-57a4512a1a78.jpg,stop,train
../data/hagrid_dataset/stop/a089b7a3-c99b-463e-a801-57d235e561e8.jpg,stop,train
../data/hagrid_dataset/stop/03cde758-4578-4645-8fe5-fbd2528d4a0e.jpg,stop,train
../data/hagrid_dataset/stop/a09cd15b-6746-4f07-9ccf-e965e3ad11c2.jpg,stop,train
../data/hagrid_dataset/stop/c789d6f6-ca56-4935-9765-d454e3691aed.jpg,stop,train
../data/hagrid_dataset/stop/f4df58ae-772e-4fd7-9102-958b9f2bc45c.jpg,stop,train
../data/hagrid_dataset/stop/a0086917-7bf9-4731-9790-351fd449d66b.jpg,stop,train
../data/hagrid_dataset/stop/2e3307cf-fb2d-4265-915b-e0b6e820c968.jpg,stop,train
../data/hagrid_dataset/stop/13220e52-97c7-4eea-98f8-001bf4534ed7.jpg,stop,train
../data/hagrid_dataset/stop/2c3e2b57-2489-429a-bac3-4fc283ab7019.jpg,stop,train
../data/hagrid_dataset/stop/a70483fb-4253-4b91-9b0a-745ebc8662b5.jpg,stop,train
../data/hagrid_dataset/stop/00361a72-ab0b-4278-9658-988aefa3768c.jpg,stop,train
../data/hagrid_dataset/stop/44e4ee86-c4e8-44ab-9c9d-ff547e128e7b.jpg,stop,train
../data/hagrid_dataset/stop/2e192c02-5e9e-45a6-825d-8ac090d097e4.jpg,stop,train
../data/hagrid_dataset/stop/14607c04-dd75-4de0-bf6d-f8ea0b0f7d6d.jpg,stop,train
../data/hagrid_dataset/stop/41218d11-0595-44e6-b9d3-1d85d4371efe.jpg,stop,train
../data/hagrid_dataset/stop/41c2d845-3801-4057-91c5-1200b9131ba6.jpg,stop,train
../data/hagrid_dataset/stop/427f6fbb-90be-4236-a54e-8ac7285c729f.jpg,stop,train
../data/hagrid_dataset/stop/13be1385-31dd-4a04-9d6f-5886b92693a1.jpg,stop,train
../data/hagrid_dataset/stop/fd79418b-872c-4272-99d8-3d628b852424.jpg,stop,train
../data/hagrid_dataset/stop/7b031d7e-733a-4361-8428-25d1799f164e.jpg,stop,train
../data/hagrid_dataset/stop/6dbb57ad-915d-4a51-8007-0e8fe9d6673b.jpg,stop,train
../data/hagrid_dataset/stop/9831e54a-31be-4a21-ab6e-590b447d8af2.jpg,stop,train
../data/hagrid_dataset/stop/b4623028-234c-4cb0-bb74-6150a5dbd86f.jpg,stop,train
../data/hagrid_dataset/stop/b2716ad1-c8b3-4db8-9352-3b7f935e3e26.jpg,stop,train
../data/hagrid_dataset/stop/813d556c-f590-4372-8f2f-4affb8885e25.jpg,stop,train
../data/hagrid_dataset/stop/d8397ddf-190b-49d7-8014-f31e28209212.jpg,stop,train
../data/hagrid_dataset/stop/df16161b-86be-426d-a8ec-a390705b16ae.jpg,stop,train
../data/hagrid_dataset/stop/4ad16d06-7903-445a-a0bd-399c9e4f0a27.jpg,stop,train
../data/hagrid_dataset/stop/06a2f101-15c7-42bf-a266-a0275c396aed.jpg,stop,train
../data/hagrid_dataset/stop/8544c799-c023-4b57-8509-b06f6275d71d.jpg,stop,train
../data/hagrid_dataset/stop/3759fa4d-7e50-4aba-8033-9fbb9c50eb6e.jpg,stop,train
../data/hagrid_dataset/stop/bba3d731-c795-4a67-8dd4-5e0fb901cc54.jpg,stop,train
../data/hagrid_dataset/stop/15d6e4b4-611f-4c5a-be84-3f0f5c805711.jpg,stop,train
../data/hagrid_dataset/stop/aa07bf58-e327-4f6b-9aaa-f40c183e3ea8.jpg,stop,train
../data/hagrid_dataset/stop/b0e7597f-9859-433e-b281-e1b5cc57898a.jpg,stop,train
../data/hagrid_dataset/stop/1e65ecb2-6bbb-4d15-9121-ab64ef748da2.jpg,stop,train
../data/hagrid_dataset/stop/055bab00-c00e-4193-857a-e79785ad2015.jpg,stop,train
../data/hagrid_dataset/stop/1090e1e0-bf07-4a85-9805-74e60cafd76e.jpg,stop,train
../data/hagrid_dataset/stop/5d29c2e1-e89c-446e-bc01-528dad56a211.jpg,stop,train
../data/hagrid_dataset/stop/99c49815-4232-4b92-af37-9c118740b0a5.jpg,stop,train
../data/hagrid_dataset/stop/872e939d-8fbc-4bd0-a96d-d1734b3a9c4b.jpg,stop,train
../data/hagrid_dataset/stop/9f54c969-b726-4e08-9996-f2d01dfb6399.jpg,stop,train
../data/hagrid_dataset/stop/0c734352-249d-40a5-9dd4-0afaabef59f2.jpg,stop,train
../data/hagrid_dataset/stop/0f595d46-c872-468c-8ba1-6852d1056694.jpg,stop,train
../data/hagrid_dataset/stop/be317957-370c-406a-b046-b0565db86bbf.jpg,stop,train
../data/hagrid_dataset/stop/4de48966-281a-480f-a43a-ac9b81354a4a.jpg,stop,train
../data/hagrid_dataset/stop/60608cfc-f053-492d-b8f4-bb786a3a4d35.jpg,stop,train
../data/hagrid_dataset/stop/ff4970af-c8c8-4815-a648-fa6bceddb419.jpg,stop,train
../data/hagrid_dataset/stop/456845fc-b2c7-445e-8a99-33510f0dc063.jpg,stop,train
../data/hagrid_dataset/stop/5e1b900c-3735-478e-973d-70dcafc2e70a.jpg,stop,train
../data/hagrid_dataset/stop/d7636148-ca23-48e7-8e37-16e0b48fc401.jpg,stop,train
../data/hagrid_dataset/stop/130979f1-6303-4f66-84fd-e6a7ad7c7232.jpg,stop,train
../data/hagrid_dataset/stop/6917af6c-cc92-41c1-aad3-3839e83e95f0.jpg,stop,train
../data/hagrid_dataset/stop/2bf8cd1c-9c89-45c0-bade-e0425a5001c1.jpg,stop,train
../data/hagrid_dataset/stop/5859c49c-f61f-4e9f-93b2-135d82c7f6ae.jpg,stop,train
../data/hagrid_dataset/stop/5890e299-cec3-4bfa-b0ab-96a730eb9b74.jpg,stop,train
../data/hagrid_dataset/stop/8b5a4c8d-82d7-4ad9-9575-82fdd06d9010.jpg,stop,train
../data/hagrid_dataset/stop/3181cf2a-660d-497f-bd4f-f30abd18a402.jpg,stop,train
../data/hagrid_dataset/stop/97513ff9-6e6f-43ba-adc6-10564f667c40.jpg,stop,train
../data/hagrid_dataset/stop/c3837c56-d3e3-4779-ac91-57d5965ffcd1.jpg,stop,train
../data/hagrid_dataset/stop/bcef7fba-ba63-4fd8-831b-17944c237f59.jpg,stop,train
../data/hagrid_dataset/stop/f1dfb0e7-0a0f-4f5d-b94f-4ed38e9985fb.jpg,stop,train
../data/hagrid_dataset/stop/d28efed6-2b03-43cf-af14-b598eabc61ca.jpg,stop,train
../data/hagrid_dataset/stop/55bd3b96-d435-4aaf-a5ad-424a61a97030.jpg,stop,train
